id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6d875bc49399a2c4,"Nev1, why can't you and CJ DUB just leave us alone. If you keep harassing people, you will be blocked like CJ DUB was. And I don't have to check your phoney block log since I come here everyday and am able to edit wiki pages with no problem. But I did see a page that stated that CJ DUB was blocked. And what I don't understand from you is that you threaten me with being blocked, yet, CJ DUB launched personal attacks upon me but you don't say anything to him. Does that sound right to you? Why can't you tell ALL parties involved to cease from making attacks to be fair to everyone? This is the one-sidedness that I speak of in the next paragraph that is unfair to those who are not american. Just because people come from europe or other places or because they dislike your culture or your politics, it doesn't mean you should hate them. You can't control people or their feelings towards you.
Wiki is a place where people contribute their time and energy to enlighten the world, not to enlighten one nation or culture only. Wiki should not be read solely from an american point of view. I come here to contribute to and correct articles because many articles state inaccuracies that must be corrected. This is done because many of them are written from a point of view that is one-sided, typically, from an american experience. Not all articles are one-sided, though. But the ones that are, often time do not represent the whole truth. Therefore, other voices from elsewhere are encouraged to contribute and correct them to eliminate this one-sided factor. We welcome these other voices. And if you feel that you are being treated unfairly by the editors because they say your contributions are not up to par with their american standards, then, speak up about it and complain! Never forget: Wiki is for all voices, not for one voice. Let's unite to get rid of this hate and bais. Threre's enough hate in the world already.
I'm off on a long vacation soon, so hopefully when I return, you people will have cooled off.",0,0,0,0,0,0
d6e75e4838918d4c,"""== Your Opinion. ==

Consider it http://en.wikipedia.org/wiki/Wikipedia:Featured_picture_candidates/Brahma_Kamal
Thanks.

 Your Opinion. 

Consider it http://en.wikipedia.org/wiki/Wikipedia:Featured_picture_candidates/Brahma_Kamal
Thanks.  ayanosh

 From user Jshapely 

Dear reviewer,

thank you very much for your suggestions on the article I wrote on Alessandro Liberati. To address your concerns about his notability:

he is especially known as one of the founders of the Cochrane Collaboration, an international network of over 28,000 volunteers in more than 100 countries formed to organize research information about health care interventions in a systematic way, to aid well informed health care decisions (see also the description available in Wikipedia about the Collaboration). To date, more than 5000 “systematic reviews” on specific topics have been published in the Cochrane Library. Due to its relevance, widely acknowledged by clinicians, health care researchers and policymakers, the Cochrane Collaboration has a seat on the World Health Assembly to provide inputs on resolutions of the World Health Organization. The founder role of Liberati has been acknowledged by Sir Iain Chalmers Chalmers I. Alessandro Liberati: a personal appreciation. Epidemiologia & Prevenzione 2012;36:3. Available at http://www.epiprev.it/attualit%C3%A0/alessandro-liberati-un-ricordo-personale, who is himself acknowledged as one of the founders of the Collaboration in 1993 (see his profile in Wikipedia). The Italian Cochrane Centre was one of the first to be established (in 1994). Other people have their profile on Wikipedia mainly because of their role in the Collaboration (aside from Iain Chalmers, see also Dave Sackett and Chris Silagy). The relevant role of Liberati in the Collaboration can be also better understood by reading the countless acknowledgements in the farewell page http://www.cochrane.org/features/farewell-professor-alessandro-liberati  and in the memory book http://www.cochrane.org/alessandro-memory-book posted on the Cochrane website.
As for his published work (one of the relevant features indicated in the Wikipedia notability guidelines for academics) he is author of more than 200 papers published in peer reviewed and indexed journals, as it can be easily verified in Pubmed or in Google Scholar; some of these papers represent highly cited academic work, especially on how to report results of meta analyses and systematic reviews. 
As for other characteristics which can be worth highlighting (also according to the Wikipedia guidelines), he was on editorial boards of prestigious and selective academic journals, such as the Annals of Internal Medicine (house organ of the American College of Physicians) and the British Medical Journal (of the British Medical Association).
Last but not the least, several obituary articles followed his death on specialized medical journals; among these, I would like to highlight the one on The Lancet Watts G. Alessandro Liberati. Lancet 2012;379:214 (which is, according to the Journal Citation Index, the second general medical journal for number of citations) and the one on the British Medical Journal Magrini N, Smith R. Alessandro Liberati. Campaigned for high quality evidence relevant to patients. BMJ 2012;344:e1101
All these things I tried to make explicit in my article, supporting them with several citations for verifiability (a few of which also available online). I understand your point that my article may appear as a tribute to a recently dead person. As for neutral point of view, I didn’t find testimonies contrary to the good reputation I reported for Liberati. To limit the “tribute feeling” that the article may transmit, I cut the last two paragraphs (on his work in Italy and on his networking role).

Hoping that this may help support the new submission, I send you my best regards  — Preceding unsigned comment added by  (talk • contribs)  
Jshapely, I do not think anyone has contested the notability of your subject, simply the general tone of the article.   Theoretically the Wikipedia should just report facts.   You may have looked at WP:NPOV.  Also related is WP:PEACOCK.   Let me look over your article this week end.   I have marked it as under review.   If I feel comfortable with the article, I will approve it for you.   If I am not so co",0,0,0,0,0,0
59078afab95ddb6f,"Regarding sections 9 and 10, I have no problem with reducing them in size, but they should be noted as they still have a connection to Qiyamah, even if they precede it. Section 11 is part of Qiyamah, a major part. As to Abu Huraira...  take that up with , he added it, and I feel no particular affinity for it.  18:05, July 30, 2005 (UTC)",0,0,0,0,0,0
c927dc919c183e05,"""

{{unblock|1=
Ruslik0 is incorrect in his block of me. I wasn't edit waring as defined by Wikipedia: I made one reversion of an edit today.

Furthermore, Ruslik0 is incorrect that I made a false accusation regarding the objective fact that Jeffro77 is engaging in vandalism: Jeffro77 replaced this entrywhich is very similar to the version that existed there since October 31, 2008, with some improvementswith this entry, giving the excuse in his edit summary of """"WP:FRINGE,"""" which doesn't even make sense as an explanation for his edits: i.e., deletion of a number of citations; deletion of the information on theologian Prof. Wolfhart Pannenberg's defense of the theology of the Omega Point Theory; etc. As well, there's no need for the large displayed quote, as the previous entry already stated that Prof. David Deutsch doesn't agree that the Omega Point is God; furthermore, Jeffro77's edit deletes the mention of the fact that Prof. Deutsch endorses the physics of the Omega Point Theory.

In addtion, Jeffro77's edit isn't even literate, as he give the following mangled citation to Prof. Deutsch: """"Chapter 14: """"The Ends of the Universe,"""" with additional comments by Frank J. Tipler; also available here"""". Whereas the version before was properly cited: """"David Deutsch, The Fabric of Reality: The Science of Parallel Universes—and Its Implications (London: Allen Lane The Penguin Press, 1997), ISBN 0713990619. Extracts from Chapter 14: """"The Ends of the Universe,"""" with additional comments by Frank J. Tipler; also available here and here.""""

As stated above, Jeffro77's excuse in his edit summary doesn't even make sense, as it doesn't explain why he would delete mention of Prof. Deutsch's endorsement of the physics of the Omega Point Theory, particularly since Jeffro77 himself called Deutsch an """"eminent physicist"""" in his own edit (i.e., that statement wasn't there before): of which argues against the notion that Jeffro77 considers the physics of the Omega Point Theory as fringe. Further, Jeffro77 deleted mention of the fact that Prof. Wolfhart Pannenberg, who is one of the leading theologians in the world, has defended the theology of the Omega Point Theory and Tipler's position that the Omega Point is consistent with the Judeo-Christian God.

Additionally, while Jeffro77's """"fringe"""" claim's aren't even relevant to his edit, they have already been refuted numerous times. Indeed, Jeffro77 himself refutes this claim in this very edit of his: to state again, therein Jeffro77 himself called Prof. Deutsch an """"eminent physicist"""" in his own words. So obviously Jeffro77 himself must consider Deutsch's endorsement of the physics of the Omega Point Theory to be noteworthy, and yet he deleted this endoresement in an area where Jeffro77 himself agrees that Deutsch is eminently qualified and replaced it with a large displayed quotation regarding a matter that Deutsch has no qualification or erudition in, even though the previous version already clearly mentioned that Deutsch disagrees that Omega Point is God. Moreover, in this edit Jeffro77 deletes all mention of the fact that an actual trained theologian, Prof. Wolfhart Pannenberg, who is one of the world's leading theologians, has defended the theology of the Omega Point Theory.

As well, Prof. Tipler himself has defended the theology of the Omega Point Theory and his identification of the Omega Point as being God in a peer-reviewed academic journal: see Frank J. Tipler, """"The Omega Point as Eschaton: Answers to Pannenberg's Questions for Scientists,"""" Zygon: Journal of Religion & Science, Vol. 24, Issue 2 (June 1989), pp. 217-253. Regarding the physics, Prof. Tipler has published his Omega Point Theory in many peer-reviewed science journals, including a number of the leading physics journals such as Reports on Progress in Physics (one of the world's leading physics journals) and Monthly Notices of the Royal Astronomical Society (one of the world's leading astrophysics journals). The Wikipedia article on the Omega Point Theory lists seven different mainstream peer-reviewed scientific journals in which Tipler's Omega Point Theory has been published (and that's not including the Zygon journal). That is quite a significant amount.

Jeffro77 is out of",0,0,0,0,0,0
a65c77633dd69716,"Actually I'm using a friends computer and out of habit I signed with my name and then fixed it, but if you want to leave it that way go for it, because at least this way I can keep editing.User:Soccerguy1039",0,0,0,0,0,0
a13f89bc797108cb,"Too many non-free images 

There are currently discussions in favor of an image-reduction drive on lists per Wikipedia:Non-free content. However, there is disagreement how far this applies to fiction list-articles. Nevertheless, since wikipedia strives to be a free-content encyclopedia, it would be a good idea to reconsider how many elements on this page really need images. A preferred rule of thumb is to have no more than five such images, and to not have images for where subarticles use the same images. If someone wants to help out, even if it is just in little steps, please do so. –  t•c",0,0,0,0,0,0
5428400133033b16,"Frank Lloyd wright 

hi all, first of let me state i like Frank Lloyd Wright's work, the 'water fall' hoose is a favourite, but what is it with the near constant (ok not constant, but you get my drift) mentioning of FLW buildings in DYK?",0,0,0,0,0,0
a244b0460ec975f2,"Dr Judy Wood is not the only scientist speaking up about exotic weaponry at the WTC:

Dr Jeff King, MD, former M.I.T. Electrical Engineer, was one of the first to speak up about controlled demolitions at the WTC. The previous link is from 2004, but much evidence has come out since. Listen to this MP3 from Webster Griffin Tarpley's March 2006 radio show, where he discusses exotic weaponry in more detail. See here for more analysis by King.

Also, Charles Pegelow, a Structural Engineer, has come forward. He was interviewed on James Fetzer's radio show on November 30th, 2006 and MP3s of this show are here: hour 1, hour 2.",0,0,0,0,0,0
5136b56a072295f8,and keep up the good work!,0,0,0,0,0,0
e3ee4a5d2f8844c9,".He is blocking mewithout a reason and removing all the edits i make. Wikipedia is public encyclopedia, not his personal property",0,0,0,0,0,0
10745d24429dec06,"Aetherometry

Would you please do the favor of participating substantially in the Talk page for this subject? Your latest revert came with no edit summary.",0,0,0,0,0,0
238f37b678024ee8,"If you must put in links, they should go in a list/comparison article explicitly for the purpose.  Conversely, if you must do a mass deletion, copy the removed links to the correct article or to the comments with a notice not to add them again.  If you just delete them, people (who probably should know better) will just readd them and annoy the ones who are looking for them!  It's best to put a short note such as a link to the other article and move them out of here.  Yeah, this is an old issue - Wikipedia isn't tech support or Softpedia, but it's really nice to not have to search all over the Internet for the information and(especially free/open source) tools.71.196.246.113",0,0,0,0,0,0
7ab2297f7a6fa689,"""
What, rhetorical questions? Now you're just being pedantic.  –   """,1,0,0,0,0,0
0dd5c0101aeb52d6,"It's okay. I am the victim here, and everyone knows it. I do hope you also blocked Gena and Chris because if you did not, you are their enabler. They were the ones that kept deleting my links, my only fault was adding them back and I am the one that gets blocked? Nice. My opinion of Wikipedia is now officially destroyed. I will make sure everyone knows about it. Thanks!",0,0,0,0,0,0
6a1f8ea04ba430cf,"""
 In response to Claude's last two posts.  Backwards of course.  Regarding NRMs - if you'll check the list, you'll see that Assemblies of God, Calvary Chapel, Foursquare, and CMA are all considered both NRMs and denominations.  Just a note.  Also true of the Vineyard Movement, of which there are many comparisons to GCA.  You're right that GCC doesn't like the denominational nametag,   but just like Vineyard many outsiders consider it to be and there is little actual semantic difference.  As far as what a movement is, a couple definitions I found were """"a diffusely organized or heterogeneous group of people or organizations tending toward or favoring a generalized common goal: the antislavery movement; the realistic movement in art."""" and """"An organized effort by supporters of a common goal: a leader of the labor movement.""""
 I say all that to say this.  Movement is a very ambiguous term, more appropriate to an idea.  You're right that GC does use the term frequently.  However, I think the best factual definition, and most suitable for our purposes and for accuracy within the title and intro, is """"GCAC is an association of churches"""".  That's what the AC in GCAC stands for.  Really, that's what we actually see in existence - churches.  Somehow we need to differentiate - I think we need to start with definiing the article as about an association of churches, because we have to pick a topic - that is one thing plaguing us at present as editors.  So let's start with something real, then trace the history of that association. and the present.
 I will re-edit the Today section.  It is not NPOV at present.  What I objected to was not the quote but rather your original sentence before it.  I was confused about the date, couldn't find it in your reference (I was in a hurry).  We need to focus on what we're doing here - we're putting facts up.  We don't need to interpret or extrapolate.  That quote from Bovenmeyer seems to be about  church leadership, with one sentence relating that to autonomy.  For that reason, while I think it should stay, it would be wrong to put that forth as the best description of the GC view of autonomy and congregational polity since neither of those is the topic.      Again, your statement isn't found in the quote.  The quote itself is fine, and appropriate - i don't see any reason that it needs a qualifier - as the quote i put above from the cong. polity article says, leadership/authority is a common integral part of cong. polity, and as we all have said there is no """"typical view"""" - if we're going to have cong. polity as a term in the GCA article, people need to go there and read it (also someone needs to put some serious work in on that article).  I don't have any problem with  deferring to leaders - i just want accuracy here.  Also note that there is a difference between an article in an official publication by one man and an official stance of the org (which is listed in several places), especially given the independence and autonomy of the churches within GCA.   """,0,0,0,0,0,0
2ca3f44c900b044f,Happy to have helped. I will consult Holroyd's book and if anything relating to the article turns up I will take 'the liberty' of changing it back.  Cheers,0,0,0,0,0,0
b688a50e1d3ad6b5,"""

I can't believe you would use the argument about it being """"truer"""" to the original color with regard to the background, but not mention that awful black stuff around the edges (as if that's somehow """"truer"""" to the original).  I'm also curious as to what method you used to compare the sharpness, since I merely compared them side by side, and saw that in crispness, they're identical.  Again, yours is larger, but that's because I deliberately used a smaller image because the Fair Use Rationale requires that such images be no larger than (IIRC) 300px.  Yours is labeled 300px in the Fair Use Rational Template ts image page, but that label is incorrect, because right below the image it says that it's 400 x 600-something. We're lucky some other editor or bot hasn't come and tagged it as inappropriate because of that.  That's why I used a 300px image, so I wonder if that's what you're basing this on.  Anyway, I photoshopped your version to remove the blackness at the edges, and the green smudginess from the lower half of the image, to make it more """"gold"""".  I also credited you on th e page to which I uploaded this newest version. I hope that's a good compromise. Thing is, since it's a modification of your image, it's still more than 300px, so let's hope we don't get tagged for it.  If we do, we'll have to put an Image Reduction Request tag on it.   """,0,0,0,0,0,0
8187c7ed2a1595e3,"Oh nobody gives a fk about it! Linkin Park is a screwy band. Green Day doesn't deserve the PA, they have only 8 fks, and 19 total uses of profanity. 21st Century Breakdown had 8 uses of fk, 5 in Horseshoes and Handgrenades. There is a total of 15 profanities",1,0,0,0,0,0
5c3a83abe7e55f0f,"""

 ==Scenes of a Sexual Nature==
Hello, and welcome to Wikipedia! We welcome and appreciate your contributions, such as Scenes of a Sexual Nature, but we regretfully cannot accept copyrighted text or images borrowed from either web sites or printed material. This article appears to be a direct copy from http://www.theworkslimited.com/index2.html, and therefore a copyright violation. The copyrighted text has been or will soon be deleted.

If you believe that the article is not a copyright violation, or if you have permission from the copyright holder to release the content freely under the GNU Free Documentation License (GFDL), you can comment to that effect on Talk:Scenes of a Sexual Nature. Then you should do one of the following:
Make a note on the original website that re-use is permitted under the GFDL and state at Talk:Scenes of a Sexual Nature where we can find that note; or
Send an e-mail from an address associated with the original publication to permissions(at)wikimedia(dot)org or a postal message to the Wikimedia Foundation permitting re-use under the GFDL.

It is also important that the text be modified to have an encyclopedic tone and that it follows Wikipedia article layout. For more information, see Wikipedia's policies and guidelines. Thank you, and please feel welcome to continue contributing to Wikipedia. Happy editing! talk to me """,0,0,0,0,0,0
62d7f8ee3cfe5f21,"""

Translation of AIDS quote
The original quote about AIDS is « Les sidaïques, en respirant du virus par tous les pores, mettent en cause l'équilibre de la nation. (…) Le sidaïque, – si vous voulez, j'emploie ce mot-là, c'est un néologisme, il est pas très beau mais je n'en connais pas d'autre –, celui-là, il faut bien le dire, est contagieux par sa transpiration, ses larmes, sa salive, son contact. C'est une espèce de lépreux, si vous voulez ». As a bilingual speaker, my translation would be more like:

""""The aids-ers, by breathing virus from every pore, put in question the balance of the nation(...). The aids-er - if you like, I use that word, it's a neologism (coining/solecism), it's not very pretty but I don't know any other-, that [person], it must be said, is contagious through his sweat, his tears, his saliva, his touch. He's somewhat like a leper, if you like.""""

He does not claim that it's a type of leprosy - 'c'est une espèce de lépreux' does literally mean '(he/she/it) is a type of leper' but is in fact a colloquial way of making an imprecise comparative. So, to summarise: he makes inaccurate statements about the means of transmission of HIV, and he compares people living with HIV to lepers/leper colonies as part of his advocacy for their forced internment.""",0,0,0,0,0,0
3f60b50a412e6be1,"Yes, very beautiful artistic impressions indeed.",0,0,0,0,0,0
d830e93a34f20f68,"2010 (UTC)
The accusations of antisemitism are wholly without basis in fact and they've been thoroughly discredited by responsible historians.   T 13:20, 2 February",0,0,0,0,0,0
54919c48aff1f9a1,"""
I'm going through your posts because you are adding unsourced, controversial WP:OR and personal opinion into articles. Can you seriously not see what is wrong with what you posted? talk """,0,0,0,0,0,0
d1d3a287a80223e4,"""

  It actually doesn't matter how good the information itself is, because even good information on Wikipedia cannot be trusted and therefore is not helpful. Anyway, it's well known that science coverage is better than humanities. The problem with situation like this is that you have people who seen to operate from a scientific mindset editing articles that have to do with literature, theology, culture, and philosophy. Most wikipedia admins mis-apply scientific concepts and criteria and methods to articles that are not subject to those methods. For instance, you constantly see idiotic admins asking for """"reliable"""" """"empirical"""" sources for a claim about literature, or asking for """"reliable"""" """"unbiased"""" citations for some postmodern topic. Hahaha. Anyway for philosophy at least we have the stanford encyclopedia. Right now the best compendium of information for information about the contents of books is on Amazon. Too bad that a greedy corporation gets to own and capitalize on all that free information. Wikipedia can't handle that stuff because any books that aren't the taste of these Richard Dawkinite Asperberger I-Fucking-Love-Science types get deleted. Like the Law of One article. Some pointy headed basement nerd decides he doesn't like those books so they should be deleted. Nevermind that they meet all the wikipedia requirements... what counts is that the admin thinks the books are """"nonsense"""" and that the 30+ notable and reliable sources are """"biased"""". And you can't get justice because there are way more dumb admins than good ones, and what kind of person would volunteer for such a terrible job anyway? The only people who become admins are power tripping losers with small man syndrome, because those are the only kind of people who benefit from the job. They don't follow the rules as laid out in wikipedia guidelines and there is no court or system to keep them accountable. The admin rot goes all the way to the top, and admins will never justify their rulings according to policy. It's like having a legal system where judges are not required to explain a ruling in legal terms. They just hand out the ruling without explaining how the ruling follows from law, and then they cry about it when people point out that there is no logical way to get from the written laws to the stupid ruling they made. They cry harassment. They delete your criticisms from their page. They delete the evidence you present. You claim this asshole is competent; why did he selectively delete the evidence I presented on his talk page? He deleted the EVIDENCE. That's not incompetence, that's malicious, that's psychopathic. Anyway now that this last article of mine is finally dead I can move on. I'd have to be an idiot to put any more of my work at the mercy of capricious, vindictive, arbitrary petty tyrants like that guy.   """,0,0,0,0,0,0
fe28967fdc8bc068,"There is nothing a priori that prevents an admin from watching a contentious article that is already under enforcement and stepping in when needed.  I probably did this a few times myself.  You can have situations where the participants don't realize how toxic behavior is to others who might want to contribute (or indeed, they might enjoy the toxic environment).  That said, if there is a concern that an admin is being too heavy-handed, it seems like the place to bring it up first is WP:AE so it can be reviewed by other admins who have experience in enforcement matters. Thatcher",0,0,0,0,0,0
a46fb00c7cd37a74,"""

I appreciate that you're """"trying to help,"""" Snowded.  Unfortunately, you are forcing edits that were previously marked as vandalism and attracted Wikipedia administrator intervention.  In doing so, you violated the spirit of cooperation and the rules of this community.  Your comment about WP:OR is very misleading.  That claim is similar to saying that an article about Hong Kong by a leading expert on the city cannot be referenced in an article about China.  Do a Google search for the terms we are discussing and you will see there are over a million results online (a million!) showing the terms in articles about NLP.

You frequently mention rules such as WP:OR but NEVER discuss the merits of the facts.  Is that because the facts don't support your perspective?  You have repeatedly tried to include thirty year old references to books titled things like """"The Skeptics Guide"""" which by title alone express bias.  Meanwhile you repeatedly delete references to the CURRENT faculty of ivy league institutions and articles appearing in psychological journals.  

I read on another website allegations that you are motivated by financial gain because you own a consulting business that puts forward a viewpoint that competes with the subject matter discussed.  I'm in no position to comment on the validity of those allegations, and I'm inclined to give you the benefit of the doubt.  However, your recent edits to Wikipedia at best reflect a total lack of understanding of the material you are editing.""",0,0,0,0,0,0
fcd740b0798b8510,"""
I have aspberger but i dnt act liek you do, dnt use it as a excuse (talk - contrib) """,0,0,0,0,0,0
4209c95c4ec1e629,"Coin pictures
You uploaded some pictures of some coins. The image description page says that you and the copyright holder agreed that it was fair use for non-commercial purposes. This makes absolutely no sense. Could you please read the Copyright FAQ and explain to me exactly what you had in mind for the license those pictures should use.  06:37, Sep 25, 2004 (UTC)",0,0,0,0,0,0
0f17662eb52f3012,"Some do. Some don't. The article here already covers that. Some states and the feds call them a gang, Juggalos claim they aren't. Nothing new there. This is a primary source, but could be useful  since it provides additional detail that makes the connection.",0,0,0,0,0,0
d4f35acf8801374a,"""

Who said the Internet was definitive?  And neither is the quote provided.  Reread my response.  I checked the Internet and found nothing.  The contributor of the information must provide more definitive supporting evidence of dreadlocks not just """"matted locks.""""  (And who cares about chicle  not """"chewing gum"""")?  The wording has been changed to be speculative, rather than reflective of an unsubstantiated, definitive conclusion reached, so far as I can tell, by only the contributor.  """,0,0,0,0,0,0
2f378031c6d35bae,"Pls have a look: meta:User:Yaroslav Blanter/Temp17. It can obviously be moved into the meta space, also I guess other people might get interested.",0,0,0,0,0,0
5414e44950efb072,"Wait, you are female and black..! That's disconcerting...",1,0,0,0,1,1
4cfb40bded7170bf,"Sure thing. ) BTW, do you think Orcus and Quaoar could be featured? Or do we need to wait until there's more data?",0,0,0,0,0,0
850c2fd9a60a314b,""" """"quickly become one of the most prestigious in the art world.""""   ♠ 18:58, April 19, 2008 (UTC)""",0,0,0,0,0,0
